target,ids,date,flag,user,text
Negative,1557521209,Sun Apr 19 04:36:51 PDT 2009,NO_QUERY,vickibabyy,"my dog was sitting next to me so cute,i went to get my fone so i could take a picture but as soon as came back and sat down he ran away "
Positive,1470125978,Tue Apr 07 08:25:33 PDT 2009,NO_QUERY,Sophie121,Roll on sunday.. im going to eat my body wait in chocolate!! 
Negative,1565646129,Mon Apr 20 07:14:29 PDT 2009,NO_QUERY,dinahlyn,"I'm not the type of person who regrets things, but now I think I am. I wanna cry "
Positive,1558647396,Sun Apr 19 09:00:08 PDT 2009,NO_QUERY,karlerikson,@myma1313 I'm glad you liked. 
Positive,1558505994,Sun Apr 19 08:35:00 PDT 2009,NO_QUERY,KTrafford,"Landed back in Columbus...8 weeks until I move to Cali  New Job, New apartment, New city "
Negative,1677140570,Sat May 02 00:38:09 PDT 2009,NO_QUERY,abbychanel,"being cold and waiting for mumma to get home, hopefully she isn't too long "
Negative,1556443525,Sat Apr 18 22:51:36 PDT 2009,NO_QUERY,kristinnsmith,Ugh Damn I have so much work to do tomorrow 
Negative,1564794416,Mon Apr 20 04:57:06 PDT 2009,NO_QUERY,cheekygirlie,"@pauldecker Well done,I'm impressed..lol. You may not have sun, but you have your pooch. I still miss mine after 2 yrs "
Positive,1557062048,Sun Apr 19 01:48:08 PDT 2009,NO_QUERY,dejanaykeyera,I'd like to thank Dr. Leaver for this here beautiful smile of mine  my retainer is all I have to hold it together! Lol
Positive,1468802630,Tue Apr 07 03:48:54 PDT 2009,NO_QUERY,ChloeTheCupcake,is listening to Fightstar 
Negative,1563488641,Sun Apr 19 23:01:49 PDT 2009,NO_QUERY,rach210,@Keels_90 nowhere now im currently depressed  sucks to be me
Positive,1470126874,Tue Apr 07 08:25:41 PDT 2009,NO_QUERY,wholefoods,"@matuson Each store updates their own web page and calendar.  If you'd like to see more info, best thing to do is let them know directly. "
Positive,1548612805,Fri Apr 17 21:27:03 PDT 2009,NO_QUERY,chem_HBr,yayay WEEKEND!!!! just in time too 
Negative,1677085491,Sat May 02 00:23:47 PDT 2009,NO_QUERY,redblur94,I'm hungry.... I wish I could eat 
Negative,1550903243,Sat Apr 18 07:35:27 PDT 2009,NO_QUERY,Devin_Mariee,"@AndySambergSNL http://twitpic.com/3fp2c - no, i found tht pic on google images "
Negative,1564545032,Mon Apr 20 03:59:12 PDT 2009,NO_QUERY,princedmz101, spring break is over way too early... now i have to back to &quot;school&quot; 
Positive,1565230367,Mon Apr 20 06:14:37 PDT 2009,NO_QUERY,Tim__ong,@katyperry you're lucky T_T Have fun 
Negative,1563551698,Sun Apr 19 23:16:27 PDT 2009,NO_QUERY,yoimz,watching spiderman 3 with mom and bro. Why did they kill Harry Osborn! 
Negative,1676610792,Fri May 01 22:34:50 PDT 2009,NO_QUERY,anthonysd,I'm sad youngstown didnt even make it on hipsterrunoffs top 500 cities 
Positive,1557482541,Sun Apr 19 04:23:08 PDT 2009,NO_QUERY,Jesso52,"ice cream and frisbee in the meadows!  i am so excited, come join if you're up for it "
Negative,1550986433,Sat Apr 18 07:49:50 PDT 2009,NO_QUERY,iGoops,Flight today! I woke up an hour later than I wanted to.  Boo.
Positive,1468868097,Tue Apr 07 04:09:05 PDT 2009,NO_QUERY,jc76,"To be there for you, I'll b there just helping u out whenever I can Everybody's FREE x go hear me sing! I'm bloody good! X x "
Positive,1551808186,Sat Apr 18 10:01:34 PDT 2009,NO_QUERY,kaberica,"enjoying my clean home on this beautiful Sat morning! My backyard is the best, relaxing and beautiful. reading and good friends today "
Negative,1675997912,Fri May 01 20:50:15 PDT 2009,NO_QUERY,iam151,@nferno so basically ur saying im not wifey material? man 
Positive,1555818078,Sat Apr 18 20:46:50 PDT 2009,NO_QUERY,heckyesitshaley,@jdubbb77 haha it was hard i tried like a billion times before it worked! 
Positive,1556382226,Sat Apr 18 22:37:21 PDT 2009,NO_QUERY,PuhDog_P,UFTA i'm tired. i'm even getting a tired headache...no more getting up at 5 am for me. 
Negative,1564796996,Mon Apr 20 04:57:39 PDT 2009,NO_QUERY,caturpw,"Uuugh, that migrain still in my head. "
Negative,1573304678,Tue Apr 21 00:34:12 PDT 2009,NO_QUERY,TerrenceJ106,Thx a lot to @SEXY_SINGER23 for the spoiler  I'm going to grub and go to sleep
Negative,1557591156,Sun Apr 19 05:00:36 PDT 2009,NO_QUERY,cowcat,Found a Spanish magazine on 38 with an interview with my favourite artist Richard Hamilton - I only understand the words Tate and Modern 
Negative,1677030792,Sat May 02 00:09:59 PDT 2009,NO_QUERY,simonleung,@mistressmia hey babe! Missed u at #rockplat  yes back in aus June august nov. Will u be around?
Positive,1468527637,Tue Apr 07 02:13:02 PDT 2009,NO_QUERY,CaraPoynter,"Morning, Just watching 90210 from last night. Waiting for a text from my friend! "
Negative,1469315867,Tue Apr 07 05:59:34 PDT 2009,NO_QUERY,radcs,Didn't get a chance to buy yarn today  Maybe tomorrow. Long day at work.
Negative,1467861571,Mon Apr 06 22:33:01 PDT 2009,NO_QUERY,jessejoseph,"@stustone Your show is whack. Way worse than whack, it's wiggety-whack.    :*(:*(:*("
Positive,1556402289,Sat Apr 18 22:42:01 PDT 2009,NO_QUERY,trance4life86,"#asot400 who is on the decks at the moment? tuning in from brisbane, australia "
Negative,1565757400,Mon Apr 20 07:29:19 PDT 2009,NO_QUERY,mikedamage,My cat Max is sick and having a sleepover at the emergency vet while they pump him full of antibiotics. Poor little guy 
Positive,1563516039,Sun Apr 19 23:08:08 PDT 2009,NO_QUERY,DrJayMixwell,@RobotMonsterr hi. 
Positive,1469874307,Tue Apr 07 07:40:27 PDT 2009,NO_QUERY,Eve_Sophie15,@mariedancerr when i get to my friends house im posting a pic of something i saw that remined me of you 
Positive,1559810191,Sun Apr 19 12:06:16 PDT 2009,NO_QUERY,chasy,"@Roses_Are_Red you're on youtube?? in videos, i mean?? i wanna see!! "
Negative,1559316406,Sun Apr 19 10:49:23 PDT 2009,NO_QUERY,afrose27,dreading drivin up to sva 
Positive,1558647583,Sun Apr 19 09:00:09 PDT 2009,NO_QUERY,Dutchrudder,@scarletletterm sounds nice!! But u would be better with a full English inside you!!! 
Negative,1551427475,Sat Apr 18 09:01:47 PDT 2009,NO_QUERY,Yummy_Flaquito,@SimplyGaby im sorry to hear that u had a bad day 
Negative,1552025000,Sat Apr 18 10:35:24 PDT 2009,NO_QUERY,JacqB,Gotta take Roxxie to the vet  or  we shall see
Positive,1554105742,Sat Apr 18 16:05:00 PDT 2009,NO_QUERY,adrianeden,"@RobertHolik im looking forward to our future chats too, i actually talk with all of my followers, so feel free to connect "
Negative,1676944487,Fri May 01 23:48:52 PDT 2009,NO_QUERY,awaisnaseer,"@ahmedij oh!  so you cannot avail the services of best ( and pioneer) DSL service of Pakistan, because it is only available in Rwp/Isbd "
Negative,1558309195,Sun Apr 19 07:58:25 PDT 2009,NO_QUERY,Scottysingo,I really hate the fact ive left all my work till now 
Positive,1564435297,Mon Apr 20 03:28:47 PDT 2009,NO_QUERY,synnev,I need coffe..and i really wanna go back to sleep ... But looking forward to see mathilde later on 
Negative,1572983468,Mon Apr 20 23:15:48 PDT 2009,NO_QUERY,jaydotrain,@tatianarjo see; you gonna get replaced.. 
Negative,1563827607,Mon Apr 20 00:26:59 PDT 2009,NO_QUERY,martin001,hrm... guess I should hit the sack.. work in 6 hours   then 9 hours later I get to study for the GMAT some more... my life = the suck
Negative,1573681181,Tue Apr 21 02:20:12 PDT 2009,NO_QUERY,CarmineEville,Missing my baby Dimitri... 
Negative,1557146334,Sun Apr 19 02:16:43 PDT 2009,NO_QUERY,leroy78,What has Natalie Bassingthwaighte done to her hair tonight? 
Negative,1564908010,Mon Apr 20 05:19:29 PDT 2009,NO_QUERY,lalonde,Big hugs to @slashtommy who's not feeling well today 
Positive,1555848627,Sat Apr 18 20:52:14 PDT 2009,NO_QUERY,babyrabies,@marchb To the photo shoot?  May be a tad too early for booze 
Negative,1572867134,Mon Apr 20 22:50:32 PDT 2009,NO_QUERY,triner,"@princesskimbers Wait, you didn't like The Tennant? Sad face. "
Positive,1554464105,Sat Apr 18 17:04:00 PDT 2009,NO_QUERY,MacMah,@monicadearest Tell me when it's done kay? I wanna watch it 
Positive,1468788702,Tue Apr 07 03:44:32 PDT 2009,NO_QUERY,JellieBabey,"i mean its a holiday, who wants to go to netball practise on a holiday??? Is she out of her mind?????? "
Negative,1548719406,Fri Apr 17 21:45:49 PDT 2009,NO_QUERY,lalalinds,just watched marley and me...such a sad movie! 
Positive,1557455580,Sun Apr 19 04:13:21 PDT 2009,NO_QUERY,iHomeTech,GOOD MORNING America!! How is everybody out there today! 
Positive,1548701409,Fri Apr 17 21:42:29 PDT 2009,NO_QUERY,StormClaudi,"@Sweet_Pau no, nobody's ever told me that! haha, i find it funny, but flattering, too... so thank you "
Positive,1554105688,Sat Apr 18 16:04:59 PDT 2009,NO_QUERY,Hoolsie,Out having a chilled time in a cool but laidback bar and excellent company. Good times 
Negative,1556756457,Sun Apr 19 00:11:48 PDT 2009,NO_QUERY,amandahqtpie,I could care less about the drama threads that are there for two seconds.  I do miss talking to my girls at home
Positive,1468867959,Tue Apr 07 04:09:02 PDT 2009,NO_QUERY,Gifaffe,@chappy87 Hahaha. I was aiming for the vomit-factor 
Negative,1468122943,Mon Apr 06 23:50:22 PDT 2009,NO_QUERY,SimplyBijoux,@ditty003 I'm looking at mine And I can't even get to it... School work sucks...atleast when u get home that's it  LOL
Positive,1468587264,Tue Apr 07 02:34:34 PDT 2009,NO_QUERY,harisalisic,@Profetengus feels good to know man. Now I know that there at least is one more freak out there 
Positive,1553677664,Sat Apr 18 14:54:59 PDT 2009,NO_QUERY,DanielleLindsay,its soooo nice out 
Negative,1553605544,Sat Apr 18 14:43:10 PDT 2009,NO_QUERY,houston_foodie,ahh the sweet sound of neighborhood electricity transformers blowing. looks like the neighbors across the street are SOL. 
Positive,1550788493,Sat Apr 18 07:16:20 PDT 2009,NO_QUERY,EmmaLovesJLS,@MissKatiePrice absolutely lovin the show cant wait for Thursdays now 
Positive,1558422300,Sun Apr 19 08:19:35 PDT 2009,NO_QUERY,LucyElgeeTaylor,@JacobBlack1 hows life? 
Negative,1573344138,Tue Apr 21 00:44:44 PDT 2009,NO_QUERY,arlenamarshall,Is thinking of having a falloutboy day. But fancies having a gaga one 
Positive,1468821309,Tue Apr 07 03:54:46 PDT 2009,NO_QUERY,Hollyrae83,"mmm OJ, scrambled eggs w/ cheese and toast  GILMOREGIRLS TOO! ahhh. this day is amazing.. now if i could only get the dryer to work."
Positive,1556142457,Sat Apr 18 21:47:11 PDT 2009,NO_QUERY,Colleen922,Just downloaded so much music. I officially have no memory left on my computer...but it was so worth it. Going to sleep now 
Negative,1555895215,Sat Apr 18 21:00:29 PDT 2009,NO_QUERY,ninjaskittlesx3,my ankle hurts now... 
Positive,1557443696,Sun Apr 19 04:08:56 PDT 2009,NO_QUERY,Lillytel,@thealanrickman it has taken me a bit longer to get with the programme   technophobe here
Positive,1468583365,Tue Apr 07 02:33:08 PDT 2009,NO_QUERY,JamesCheeesee,@H0TBABE Well .... I'm on holiday!!! 
Positive,1564091212,Mon Apr 20 01:43:41 PDT 2009,NO_QUERY,svgrob,@DEFgraphics good thanks  just starting on some jQuery stuffs lol - you?
Negative,1551609378,Sat Apr 18 09:30:31 PDT 2009,NO_QUERY,toffeenut,I'm stuck sitting at my work desk on a beautiful Saturday! BUMMER!!! 
Negative,1565291640,Mon Apr 20 06:23:59 PDT 2009,NO_QUERY,jimmyb,"@watchingtheblur I think you need a new Safari, cause mine works fine "
Positive,1557483380,Sun Apr 19 04:23:25 PDT 2009,NO_QUERY,LukesBeard,"Can everyone please @mrdzyyyrawr a *hug* please , or adleast  a few people  thanks"
Negative,1468893818,Tue Apr 07 04:16:48 PDT 2009,NO_QUERY,sammi_x,"waiting to go back to my cold, lonely student room !  booo."
Positive,1559452932,Sun Apr 19 11:10:46 PDT 2009,NO_QUERY,eowyn324,there are wild violets blooming outside my home 
Negative,1552028213,Sat Apr 18 10:35:56 PDT 2009,NO_QUERY,GuitarKat,"@dibegin Aw, that's sad.  I'm sorry to read that."
Negative,1559421497,Sun Apr 19 11:05:47 PDT 2009,NO_QUERY,seeafoam,going to look at condo number 24(ish)? i don't know.. lost count 
Positive,1556741651,Sun Apr 19 00:07:40 PDT 2009,NO_QUERY,marktaylor79,Watching the Gran Prix Live. I'll try not to spoil it for anyone. 
Positive,1557746990,Sun Apr 19 05:48:46 PDT 2009,NO_QUERY,insightful1,"Good morning, have a great Sunday! "
Negative,1563756506,Mon Apr 20 00:07:43 PDT 2009,NO_QUERY,walruscupcakes,Cannot believe the Sharks lost again tonight 
Positive,1469731648,Tue Apr 07 07:15:15 PDT 2009,NO_QUERY,fanaaa,"@cherine619 whoa, i wanna add this app! haha. &amp; i'm good!  been busy going out, that's all. you?"
Negative,1557133979,Sun Apr 19 02:12:18 PDT 2009,NO_QUERY,swayswaychelsea,"@JoelMadden omg that movie iss soo sad, i seen it at the cinemas.. really bad idea haha i cried so much  so sadd."
Positive,1564122473,Mon Apr 20 01:53:23 PDT 2009,NO_QUERY,ciara_sc,"AC/DC were amazing, one of the best gigs i've been too.. Handclaps for the o2 Dublin, great venue.. "
Positive,1559842972,Sun Apr 19 12:11:20 PDT 2009,NO_QUERY,Jessiecroc1,learning french sentence work done 
Positive,1564623732,Mon Apr 20 04:18:44 PDT 2009,NO_QUERY,mchesner,"From Saturday.  You know it was a good ride if at the end, you're this muddy.    http://snurl.com/g9tkl"
Positive,1557541688,Sun Apr 19 04:44:05 PDT 2009,NO_QUERY,amsterdambabe,@sohailmahmood hi there 
Positive,1563577817,Sun Apr 19 23:22:45 PDT 2009,NO_QUERY,kerukun,O my it all adds up doesn't it so smart you are 
Negative,1565603383,Mon Apr 20 07:08:35 PDT 2009,NO_QUERY,OhLilam,"@ashlondon ahaha let me rephrase: favourite non-American, non-famous, non-fictional... yes ashley, she isn't real  time 2 smell the coffee"
Negative,1677657407,Sat May 02 03:16:22 PDT 2009,NO_QUERY,petergunstone,Podcasts on iTunes still unreliable 
Negative,1553173614,Sat Apr 18 13:33:54 PDT 2009,NO_QUERY,ammarX,"going to bed, alone as usual "
Negative,1563482087,Sun Apr 19 23:00:22 PDT 2009,NO_QUERY,RichardHardiman,it was 12 degrees this am!!! 12??? That's like a summers day in UL I know but here its very cold!winter getting close 
Negative,1677742332,Sat May 02 03:44:19 PDT 2009,NO_QUERY,Misao08,just woke up late  should have set my alarm.
Positive,1556973458,Sun Apr 19 01:18:36 PDT 2009,NO_QUERY,chocolatehater,Giants game AND The Killers!!!!!!! Should be a good day! 
Negative,1572931774,Mon Apr 20 23:04:20 PDT 2009,NO_QUERY,Sn0wrose,Ohyeah.. @andeena never follow her 
Negative,1468626067,Tue Apr 07 02:48:39 PDT 2009,NO_QUERY,Kittysaysrelax,Have a ouchy head which is making me feel sicky 
Positive,1564022729,Mon Apr 20 01:22:45 PDT 2009,NO_QUERY,davidchoimusic,@chestersee happy bday!!!! 
Positive,1556091569,Sat Apr 18 21:37:05 PDT 2009,NO_QUERY,mshawyer,Off for a much needed run around the Tan. Most likely will end in a walk 
Positive,1557858247,Sun Apr 19 06:19:02 PDT 2009,NO_QUERY,v_bennett,http://twitpic.com/3lct6 - Love the M&amp;S meal deal 
Positive,1565165963,Mon Apr 20 06:04:30 PDT 2009,NO_QUERY,lozopus,"@chris_coltrane Good to know everyone's entering into the Center Parcs spirit.  Have fun, love!"
Positive,1564106578,Mon Apr 20 01:48:30 PDT 2009,NO_QUERY,TamaraBroitman,"Coffee from Arkan's and Excedrin at 1.42 a.m.  Brain running, feet hurting.  Can't sleep.  So I'm writing.  And plotting  "
Positive,1556384192,Sat Apr 18 22:37:48 PDT 2009,NO_QUERY,yiliao,just the way how I call the food I make during the whole &quot;economy crisis&quot; 
Negative,1573509676,Tue Apr 21 01:30:32 PDT 2009,NO_QUERY,ChaoticDivinity,"Gonna go see Iron Maiden: Flight 666 tonight. Although, I've got no one to go with. Not gooooood.  #fb"
Negative,1556558439,Sat Apr 18 23:19:27 PDT 2009,NO_QUERY,romainpouzol,awake at 6:15AMï¿½sunday  ready for F1 grand prix at 9am...
Positive,1468461067,Tue Apr 07 01:48:36 PDT 2009,NO_QUERY,bruno_tavares,@gfaraujo It's a god session 
Negative,1559875540,Sun Apr 19 12:16:18 PDT 2009,NO_QUERY,Lhjunkie,@raindrops_hali Twenty. 
Negative,1564104517,Mon Apr 20 01:47:50 PDT 2009,NO_QUERY,cmellmer,cleaned a good portion today. half way decent. entry way and my room weren't touched however 
Positive,1468569663,Tue Apr 07 02:28:25 PDT 2009,NO_QUERY,JimPeake,@TradingGoddess  wow  that was an experience  you don't need to see repeated again glad he is ok. 
Negative,1564599104,Mon Apr 20 04:12:41 PDT 2009,NO_QUERY,CharKearney,@garethjsmith http://twitpic.com/3nfbn - i really don't know them 
Positive,1564300559,Mon Apr 20 02:48:37 PDT 2009,NO_QUERY,fubar2u_2000,@kategrech yeah from the other bolyin girl to star trek - difficult to say which way his career is going LOL 
Positive,1468145979,Mon Apr 06 23:58:08 PDT 2009,NO_QUERY,sabrinaxx,@alexandramusic congratulations on winning an award  x
Positive,1564103608,Mon Apr 20 01:47:33 PDT 2009,NO_QUERY,amirk,[TheKarimuddin] Wiken Hanya Berdua Sajaaaï¿½  http://tinyurl.com/c3qrru
Negative,1469523297,Tue Apr 07 06:38:21 PDT 2009,NO_QUERY,beaufour,"@lhirlimann yeah, I know... but I've also been put on a &quot;make this guy suffer&quot; list my Google. My web access is also painfully slow "
Negative,1548609595,Fri Apr 17 21:26:29 PDT 2009,NO_QUERY,bigmack2281,@kutabuta thats sad that he is sick!   and I miss you too!
Negative,1559772825,Sun Apr 19 12:00:42 PDT 2009,NO_QUERY,autumn_meadows,ok guys I am NOT feeling.my ear infection has got worse and I dont want togo to the ER to wait 5 hours with 2 kids?   but I cant swollow
Positive,1468118752,Mon Apr 06 23:48:59 PDT 2009,NO_QUERY,alvinooi,"@snufsnuf I'm living in penang, its far from singapore plus i'm just getting started on IM so maybe a little while before i can go travel "
Negative,1677396133,Sat May 02 01:51:43 PDT 2009,NO_QUERY,alexxandraaa,@adriana_h @berniz I miss u guys already. I'm so sad  come visit NOW
Positive,1558705749,Sun Apr 19 09:10:06 PDT 2009,NO_QUERY,Angela705,@ChrisCuomo Also Div Merc Sun. Do you know abt the correlation of Div Mer Image w/shroud of turin? Very interesting/gma shd do story. 
Negative,1676253796,Fri May 01 21:30:45 PDT 2009,NO_QUERY,adrianak_,finishing off school assignment!!!    how boring!
Negative,1468513392,Tue Apr 07 02:07:51 PDT 2009,NO_QUERY,pitofdarkness,Anticipating a slow empty boring summer 
Negative,1468783550,Tue Apr 07 03:42:52 PDT 2009,NO_QUERY,La_H,"Woke up about 3 hours later than I had intended- the joys of staying up to watch a basketball game in the US, which my team lost. "
Positive,1553144309,Sat Apr 18 13:29:24 PDT 2009,NO_QUERY,whatswhat_sian,@aileenwilliams Yes. Sky plus BGT and turn over 
Negative,1468258114,Tue Apr 07 00:35:21 PDT 2009,NO_QUERY,webmaster_paul,"Well that made me sad, i sat down to watch tv, and then remembered i dont have cable anymore.  Lol."
Negative,1557131605,Sun Apr 19 02:11:26 PDT 2009,NO_QUERY,ComedyQueen,@keza34 lol i know 
Positive,1565132585,Mon Apr 20 05:59:20 PDT 2009,NO_QUERY,Knottienature,@PalinGirl  Feeling musical? 
Negative,1677776619,Sat May 02 03:55:58 PDT 2009,NO_QUERY,KatharineIsabel,Need to go and get some food shopping! No food in the house  but also need to start writing French essay 
Negative,1573476996,Tue Apr 21 01:21:16 PDT 2009,NO_QUERY,amysav83,@TehDrunknMunky oh no is it cold outside? i was gonna go for a run  no not got it fixed yet 
Positive,1557600627,Sun Apr 19 05:03:27 PDT 2009,NO_QUERY,rubymaree,@chelsea_playboy bahahahhhhaa oh em gee yes. imma watch that now 
Positive,1468162848,Tue Apr 07 00:03:30 PDT 2009,NO_QUERY,Mo_Sadek,@rachrouch thought it would feel much better 
Negative,1467910986,Mon Apr 06 22:46:24 PDT 2009,NO_QUERY,Jesilynj,Keeping my fingers crossed for my buddy    He is not feeling well.
Positive,1564383944,Mon Apr 20 03:13:41 PDT 2009,NO_QUERY,nutz79,Is glad to be back at work 
Negative,1677440490,Sat May 02 02:05:19 PDT 2009,NO_QUERY,kiannahroolz,"@xJacintax ohhhh i thought you were being random, not that you ahd made plans. i feel silly "
Positive,1557980480,Sun Apr 19 06:49:10 PDT 2009,NO_QUERY,TraceyIsTra,@twochix1 did you have your coffee today? and are you already dancing?? 
Positive,1469985417,Tue Apr 07 08:00:31 PDT 2009,NO_QUERY,pprlisa,@FabGirl that was exactly the way you were supposed to read that!! 
Positive,1551907545,Sat Apr 18 10:17:01 PDT 2009,NO_QUERY,brittloveswtk,@concertchristal agh! lucky!! lol feel free to text me pics! hehe 719 371 0752 if you can that is.. 
Negative,1565638831,Mon Apr 20 07:13:30 PDT 2009,NO_QUERY,banhart,my phone got shut off 
Positive,1563849653,Mon Apr 20 00:32:59 PDT 2009,NO_QUERY,dna3e8,Glad for another week 
Negative,1564778302,Mon Apr 20 04:53:37 PDT 2009,NO_QUERY,willowfinn,@JewlzInFL What happened to Nick's father?? 
Positive,1551941302,Sat Apr 18 10:22:18 PDT 2009,NO_QUERY,MODELCHiCK2,@khloerose awww thanks!! I did that show awhile ago...i didnt kno they were still airing it...lol...misss youuu!!! 
Negative,1564523473,Mon Apr 20 03:53:30 PDT 2009,NO_QUERY,labruce07,Im so hungry i actually feel sick 
Positive,1469089328,Tue Apr 07 05:09:31 PDT 2009,NO_QUERY,randomblonde,@McZoe Have a fab time in Geordie Land mi dear!  Don't get up to too much mischief!! ;) xx
Negative,1573224834,Tue Apr 21 00:13:28 PDT 2009,NO_QUERY,Deesos3xy,Feeling very sick and hurt I want to vent so bad but I don't feel like talking to anyone not even my bff who understands everything 
Negative,1558317075,Sun Apr 19 07:59:58 PDT 2009,NO_QUERY,StevenJDelaaa,I'm friken bored! I'm going to work soon.. 
Negative,1548579876,Fri Apr 17 21:21:16 PDT 2009,NO_QUERY,Tigerseyes,at this rate i'm never gonna finish all of my papers 
Positive,1468296481,Tue Apr 07 00:48:51 PDT 2009,NO_QUERY,caitlinn99,"Not quite sure who this sleeping kid is, but pretty sure I want to keep him. "
Positive,1557233026,Sun Apr 19 02:48:53 PDT 2009,NO_QUERY,ib1slymdf,"how does that quote go????? oh yeah......I'm not crazy, my reality  is just diffrent than yours  They must have worked here!"
Negative,1676757472,Fri May 01 23:05:23 PDT 2009,NO_QUERY,RealZoltan,@selenagomez Selena whenever I close my eyes your w/me but then when I open my eyes your nowhere in sight which is sad for me 
Positive,1558213567,Sun Apr 19 07:39:24 PDT 2009,NO_QUERY,marc0ta,Good Trance music &gt; redbulls!  #asot400
Negative,1676729921,Fri May 01 22:59:39 PDT 2009,NO_QUERY,lilcupsofgrace,the wind makes scary noises 
Negative,1677591936,Sat May 02 02:55:27 PDT 2009,NO_QUERY,PembsDave,@EmmaRhoyds 2&quot; ? it would bloody fall off mine! 
Positive,1558290560,Sun Apr 19 07:54:49 PDT 2009,NO_QUERY,Smiffla,http://twitpic.com/3lhgh -  same without Eyelashes! x
Positive,1557285040,Sun Apr 19 03:08:55 PDT 2009,NO_QUERY,amy_daisy,@stephenfry Would you be able to say &quot;Happy Birthday Genni!&quot; to me please!? Its my friend's birthday! 
Positive,1554044247,Sat Apr 18 15:54:58 PDT 2009,NO_QUERY,captainwalker,@KyraKat Haha! great. love the funny face! Nice pic  at least I know you are not a &quot;tent/spiral&quot; look-a-like x
Negative,1563944128,Mon Apr 20 00:59:43 PDT 2009,NO_QUERY,JayAreEmm,@suchducks Alas! I has no rainbow. 
Negative,1553610523,Sat Apr 18 14:43:59 PDT 2009,NO_QUERY,MissSididdy,"Ahhh.... Home Sweet Home ... I'm off til Monday morning... that's the good news... bad news, the rain clouds finally broke.. its pouring "
Positive,1556647609,Sat Apr 18 23:42:42 PDT 2009,NO_QUERY,housenbaby,Home from party.  Leftover sausages &amp; coleslaw for dinner for the next week or so.  Fantastic time had by all 
Positive,1564585159,Mon Apr 20 04:09:07 PDT 2009,NO_QUERY,anujap,@sahilriz What is this I hear about a new job? Congratulations are in order 
Positive,1467881309,Mon Apr 06 22:38:17 PDT 2009,NO_QUERY,gelbendorf,@yoavsegal Morning 
Negative,1553461226,Sat Apr 18 14:19:46 PDT 2009,NO_QUERY,Cindyjoe,Watching Ice Princess on abc family. I'm boooored  but I'm going to in&amp; out soon! Yaaaaaay
Negative,1678171841,Sat May 02 05:47:04 PDT 2009,NO_QUERY,XJonasGomezX,@D0odii i didn't draw the skecth 
Positive,1557231613,Sun Apr 19 02:48:19 PDT 2009,NO_QUERY,carolyngregg,"had SUCH a good time last night, and has finally recovered "
Positive,1564959074,Mon Apr 20 05:29:07 PDT 2009,NO_QUERY,LittlestarRed,"@SophieNtais ....&quot;Have I told You lately, that I Love You?&quot;  XXxxXX"
Positive,1468712532,Tue Apr 07 03:18:56 PDT 2009,NO_QUERY,MissxMarisa,"@eveforhermcr_xx Hahaha that's so sad, poor mom! Have you seen Coraline? Ahh I really want to meet Lyn-Z she's great "
Negative,1565190991,Mon Apr 20 06:08:28 PDT 2009,NO_QUERY,makikaysantos,@liefortheliar especially my friends.  &amp;that includes you. :&quot;&gt; Ayiee. )
Negative,1677682884,Sat May 02 03:24:53 PDT 2009,NO_QUERY,timeofthefaerie,"Just returned from X-men Origins Wolverine.  Bit disappointed to say the least.  Gambit was cool, but not hot.  Story went everywhere.  "
Positive,1468543529,Tue Apr 07 02:19:01 PDT 2009,NO_QUERY,Jedd,@Allanahk  but 26 characters?  Yr last tweet wouldn't have made the cut... 
Positive,1548642365,Fri Apr 17 21:32:10 PDT 2009,NO_QUERY,AngelIVXXX,"LOL, Love is too keen! We avoid the sharp edge to preserve ourselves only to realize that we need that edge! We need to cut our teeth! "
Positive,1553954445,Sat Apr 18 15:40:08 PDT 2009,NO_QUERY,MightyTallDude,@etherealwillow Welcome to Twitter. Short sweet and to the point. 
Positive,1468336827,Tue Apr 07 01:03:10 PDT 2009,NO_QUERY,j_a_langford,@langforde you really need to get out more 
Negative,1564874044,Mon Apr 20 05:12:51 PDT 2009,NO_QUERY,brucester_com,"wow, gave a client Editor Access to their Blog I just setup for them, and WALA, they destroyed everything  do I bill?"
Positive,1553862579,Sat Apr 18 15:24:58 PDT 2009,NO_QUERY,Waitingforluv,"OMG, I'm about to watch another fucking movie, my life is wasted away in other peoples story lines, AAAAAH, can't wait till P calls me "
Positive,1558765067,Sun Apr 19 09:20:17 PDT 2009,NO_QUERY,Jjacks926,Lily Creek photo shoot 
Negative,1676472518,Fri May 01 22:08:53 PDT 2009,NO_QUERY,_writersblock_,@TRACTAHPULL WTF!? DJ bunny gets on and no one texts me about it!? DJ...you're on my shit list now... 
Positive,1564299697,Mon Apr 20 02:48:20 PDT 2009,NO_QUERY,naahmcfly,"@debbiefletcher HEY, TALK TO ME PLEASE *-* i love you "
Positive,1555699823,Sat Apr 18 20:26:54 PDT 2009,NO_QUERY,PaulaFarris,@Homeschool_Mom Hello! And thanks! Isn't SBI wonderful? I wish I had invested in it 10 years ago. Or was it even around then? 
Negative,1469813844,Tue Apr 07 07:29:51 PDT 2009,NO_QUERY,melanini,"BIO test was easy, which means I probably failed "
Negative,1557383003,Sun Apr 19 03:46:34 PDT 2009,NO_QUERY,EwanGriff,Doing my History coursework  how fun.
Negative,1552061604,Sat Apr 18 10:41:13 PDT 2009,NO_QUERY,jewe98,I don't know what i should eat for dinner!   Again Pizza??? ;-) - http://tinyurl.com/c9a3nk
